Training Log
==================================================
Dataset: aigciqa2023
Batch Size: 12
Accumulation Steps: 1
==================================================
epoch: 1, 当前学习率: 0.000007, 训练损失: 0.1993, 验证损失: 0.1434, spearman: 0.8912, pearson: 0.9078
epoch: 2, 当前学习率: 0.000010, 训练损失: 0.0876, 验证损失: 0.1193, spearman: 0.9085, pearson: 0.9207
epoch: 3, 当前学习率: 0.000000, 训练损失: 0.0546, 验证损失: 0.1137, spearman: 0.9169, pearson: 0.9207
epoch: 4, 当前学习率: 0.000001, 训练损失: 0.0483, 验证损失: 0.1140, spearman: 0.9169, pearson: 0.9207
epoch: 5, 当前学习率: 0.000001, 训练损失: 0.0437, 验证损失: 0.1172, spearman: 0.9169, pearson: 0.9207
epoch: 6, 当前学习率: 0.000000, 训练损失: 0.0382, 验证损失: 0.1159, spearman: 0.9169, pearson: 0.9207
epoch: 7, 当前学习率: 0.000000, 训练损失: 0.0380, 验证损失: 0.1161, spearman: 0.9169, pearson: 0.9207
epoch: 8, 当前学习率: 0.000000, 训练损失: 0.0377, 验证损失: 0.1154, spearman: 0.9169, pearson: 0.9207
epoch: 9, 当前学习率: 0.000000, 训练损失: 0.0362, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 10, 当前学习率: 0.000000, 训练损失: 0.0361, 验证损失: 0.1158, spearman: 0.9169, pearson: 0.9207
epoch: 11, 当前学习率: 0.000000, 训练损失: 0.0373, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 12, 当前学习率: 0.000000, 训练损失: 0.0360, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 13, 当前学习率: 0.000000, 训练损失: 0.0365, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 14, 当前学习率: 0.000000, 训练损失: 0.0364, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 15, 当前学习率: 0.000000, 训练损失: 0.0354, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 16, 当前学习率: 0.000000, 训练损失: 0.0346, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 17, 当前学习率: 0.000000, 训练损失: 0.0369, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 18, 当前学习率: 0.000000, 训练损失: 0.0365, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 19, 当前学习率: 0.000000, 训练损失: 0.0372, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 20, 当前学习率: 0.000000, 训练损失: 0.0370, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 21, 当前学习率: 0.000000, 训练损失: 0.0370, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 22, 当前学习率: 0.000000, 训练损失: 0.0364, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 23, 当前学习率: 0.000000, 训练损失: 0.0367, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 24, 当前学习率: 0.000000, 训练损失: 0.0365, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 25, 当前学习率: 0.000000, 训练损失: 0.0369, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 26, 当前学习率: 0.000000, 训练损失: 0.0371, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 27, 当前学习率: 0.000000, 训练损失: 0.0380, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 28, 当前学习率: 0.000000, 训练损失: 0.0369, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 29, 当前学习率: 0.000000, 训练损失: 0.0377, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 30, 当前学习率: 0.000000, 训练损失: 0.0366, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 31, 当前学习率: 0.000000, 训练损失: 0.0369, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 32, 当前学习率: 0.000000, 训练损失: 0.0362, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 33, 当前学习率: 0.000000, 训练损失: 0.0358, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 34, 当前学习率: 0.000000, 训练损失: 0.0360, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 35, 当前学习率: 0.000000, 训练损失: 0.0362, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 36, 当前学习率: 0.000000, 训练损失: 0.0356, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 37, 当前学习率: 0.000000, 训练损失: 0.0356, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 38, 当前学习率: 0.000000, 训练损失: 0.0360, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 39, 当前学习率: 0.000000, 训练损失: 0.0365, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 40, 当前学习率: 0.000000, 训练损失: 0.0360, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 41, 当前学习率: 0.000000, 训练损失: 0.0362, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 42, 当前学习率: 0.000000, 训练损失: 0.0369, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 43, 当前学习率: 0.000000, 训练损失: 0.0365, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 44, 当前学习率: 0.000000, 训练损失: 0.0363, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 45, 当前学习率: 0.000000, 训练损失: 0.0362, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 46, 当前学习率: 0.000000, 训练损失: 0.0359, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 47, 当前学习率: 0.000000, 训练损失: 0.0361, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 48, 当前学习率: 0.000000, 训练损失: 0.0355, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 49, 当前学习率: 0.000000, 训练损失: 0.0356, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 50, 当前学习率: 0.000000, 训练损失: 0.0355, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 51, 当前学习率: 0.000000, 训练损失: 0.0361, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 52, 当前学习率: 0.000000, 训练损失: 0.0358, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 53, 当前学习率: 0.000000, 训练损失: 0.0362, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 54, 当前学习率: 0.000000, 训练损失: 0.0368, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 55, 当前学习率: 0.000000, 训练损失: 0.0361, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 56, 当前学习率: 0.000000, 训练损失: 0.0369, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 57, 当前学习率: 0.000000, 训练损失: 0.0369, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 58, 当前学习率: 0.000000, 训练损失: 0.0367, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 59, 当前学习率: 0.000000, 训练损失: 0.0368, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 60, 当前学习率: 0.000000, 训练损失: 0.0373, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 61, 当前学习率: 0.000000, 训练损失: 0.0368, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 62, 当前学习率: 0.000000, 训练损失: 0.0366, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 63, 当前学习率: 0.000000, 训练损失: 0.0365, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 64, 当前学习率: 0.000000, 训练损失: 0.0359, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
